INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222007388,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2, ,0,01-02-2022 12:50,2022,2,Tuesday,12,,"MAPLE ST & SCHUYLER ST
ROXBURY  MA 02121
UNITED ST",42.30861404,-71.08591094,"(42.30861403763441, -71.0859109397822)"
222007387,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,01-02-2022 05:40,2022,2,Tuesday,5,,"WASHINGTON ST & RICHMOND ST
DORCHESTER  MA 02126
U",42.27356995,-71.07005695,"(42.273569953963055, -71.07005694759826)"
222007386,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,C6, ,0,01-02-2022 14:40,2022,2,Tuesday,14,,"ATKINSON ST & BRADSTON ST
ROXBURY  MA 02118
UNITED",42.33328895,-71.06818097,"(42.333288953752124, -71.06818096650171)"
222007384,540,,BURGLARY - COMMERICAL,C11, ,0,27-01-2022 19:00,2022,1,Thursday,19,,WASHINGTON ST,42.30422175,-71.07918459,"(42.30422175471675, -71.0791845947074)"
222007383,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,31-01-2022 10:40,2022,1,Monday,10,,GIBSON ST,42.29755533,-71.0597091,"(42.29755532959655, -71.05970910242573)"
222007380,520,,BURGLARY - RESIDENTIAL,D14,778,0,02-01-2022 14:40,2022,1,Sunday,14,,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600030506, -71.15049849975023)"
222007379,3301,,VERBAL DISPUTE,B2, ,0,01-02-2022 13:51,2022,2,Tuesday,13,,WINTHROP ST,42.32246879,-71.07454158,"(42.32246879065495, -71.07454158006362)"
222007377,3201,,PROPERTY - LOST/ MISSING,A1, ,0,01-02-2022 13:23,2022,2,Tuesday,13,,WASHINGTON ST,42.35272947,-71.06256291,"(42.35272947428534, -71.06256290848422)"
222007376,3803,,M/V ACCIDENT - PERSONAL INJURY,B2, ,0,01-02-2022 14:05,2022,2,Tuesday,14,,"ESMOND ST & BLUE HILL AVE
DORCHESTER  MA 02121
UNI",42.29951001,-71.08638196,"(42.29951001318412, -71.08638196208896)"
222007375,801,,ASSAULT - SIMPLE,E18, ,0,01-02-2022 13:58,2022,2,Tuesday,13,,CANTERBURY ST,42.27850409,-71.11860697,"(42.27850408517676, -71.11860697175497)"
222007373,3115,,INVESTIGATE PERSON,D4,167,0,01-02-2022 14:00,2022,2,Tuesday,14,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222007370,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,200,0,29-01-2022 22:00,2022,1,Saturday,22,,W BROADWAY,42.3412875,-71.05467933,"(42.341287504390436, -71.05467932649397)"
222007369,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,31-01-2022 19:15,2022,1,Monday,19,,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482576580488, -71.09137368938802)"
222007368,1831,,SICK ASSIST,C11,240,0,01-02-2022 12:50,2022,2,Tuesday,12,,WILLIS ST,42.31825005,-71.06122687,"(42.31825004747828, -71.06122687350528)"
222007366,1106,,FRAUD - CREDIT CARD / ATM FRAUD,A1,77,0,22-01-2022 19:00,2022,1,Saturday,19,,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.361838566564714, -71.05976489094158)"
222007364,3115,,INVESTIGATE PERSON,B2,282,0,01-02-2022 10:13,2022,2,Tuesday,10,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222007363,613,,LARCENY SHOPLIFTING,D14, ,0,01-02-2022 13:24,2022,2,Tuesday,13,,WASHINGTON ST,42.34910076,-71.1561239,"(42.34910075676797, -71.15612390368563)"
222007362,613,,LARCENY SHOPLIFTING,E5, ,0,01-02-2022 13:02,2022,2,Tuesday,13,,VFW PKWY,42.28059505,-71.17091524,"(42.28059504625117, -71.17091524033172)"
222007361,617,,LARCENY THEFT FROM BUILDING,B2, ,0,01-02-2022 12:48,2022,2,Tuesday,12,,DUDLEY ST,42.32435506,-71.07440305,"(42.32435506015943, -71.07440305434201)"
222007360,1102,,FRAUD - FALSE PRETENSE / SCHEME,B2,316,0,26-01-2022 12:00,2022,1,Wednesday,12,,HUTCHINGS ST,42.31190343,-71.09255937,"(42.31190342902739, -71.09255936815404)"
222007359,1831,,SICK ASSIST,E18, ,0,01-02-2022 12:17,2022,2,Tuesday,12,,METROPOLITAN AVE,42.26511445,-71.11805743,"(42.26511444868381, -71.11805742964121)"
222007358,2905,,VAL - VIOLATION OF AUTO LAW,D4, ,0,01-02-2022 00:00,2022,2,Tuesday,0,,WASHINGTON STREET,0,0,"(0, 0)"
222007357,3115,,INVESTIGATE PERSON,C6,936,0,01-02-2022 12:41,2022,2,Tuesday,12,,FLAHERTY WAY,42.33794745,-71.05310513,"(42.337947446821936, -71.05310513403862)"
222007356,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18,520,0,31-01-2022 21:30,2022,1,Monday,21,,HYDE PARK AVE,42.25621592,-71.12401947,"(42.256215920402155, -71.12401947329023)"
222007354,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A1, ,0,01-02-2022 12:54,2022,2,Tuesday,12,,N WASHINGTON ST,42.36611988,-71.05845188,"(42.36611987968669, -71.05845187984)"
222007353,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,200,0,31-01-2022 12:57,2022,1,Monday,12,,W BROADWAY,42.3412875,-71.05467933,"(42.341287504390436, -71.05467932649397)"
222007352,724,,AUTO THEFT,D4, ,0,01-02-2022 12:57,2022,2,Tuesday,12,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222007351,3130,,SEARCH WARRANT,C11, ,0,01-02-2022 12:50,2022,2,Tuesday,12,,HANCOCK ST,42.310434,-71.0613401,"(42.31043399746241, -71.06134009762133)"
222007350,3130,,SEARCH WARRANT,A1, ,0,01-02-2022 12:49,2022,2,Tuesday,12,,CAMBRIDGE ST,42.36122129,-71.06738479,"(42.36122128606175, -71.06738478676353)"
222007347,801,,ASSAULT - SIMPLE,B2,311,0,01-02-2022 11:47,2022,2,Tuesday,11,,SAVIN ST,42.31598547,-71.07986093,"(42.315985472721536, -71.0798609348898)"
222007346,3114,,INVESTIGATE PROPERTY,A1, ,0,01-02-2022 11:28,2022,2,Tuesday,11,,MARTHA RD,42.36580175,-71.06538257,"(42.365801748814306, -71.06538256844745)"
222007344,2647,,THREATS TO DO BODILY HARM,D4, ,0,01-02-2022 12:33,2022,2,Tuesday,12,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222007342,3114,,INVESTIGATE PROPERTY,A1, ,0,01-02-2022 12:00,2022,2,Tuesday,12,,LEGENDS WAY,42.36643546,-71.06135413,"(42.36643546331782, -71.06135412537031)"
222007340,724,,AUTO THEFT,E18,520,0,01-02-2022 10:45,2022,2,Tuesday,10,,HYDE PARK AVE,42.25621592,-71.12401947,"(42.256215920402155, -71.12401947329023)"
222007339,613,,LARCENY SHOPLIFTING,A1, ,0,01-02-2022 11:38,2022,2,Tuesday,11,,WASHINGTON ST,42.35512339,-71.0608798,"(42.355123390368036, -71.06087979851635)"
222007338,1402,,VANDALISM,C11, ,0,01-02-2022 11:31,2022,2,Tuesday,11,,SACO ST,42.29706179,-71.05528404,"(42.29706179225318, -71.05528403987184)"
222007337,3207,,PROPERTY - FOUND,E5,691,0,01-02-2022 11:44,2022,2,Tuesday,11,,CENTRE ST,42.28709355,-71.14822128,"(42.28709355259107, -71.14822128377165)"
222007335,1402,,VANDALISM,B2,282,0,25-01-2022 12:00,2022,1,Tuesday,12,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222007334,3115,,INVESTIGATE PERSON,D4,167,0,01-02-2022 11:00,2022,2,Tuesday,11,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222007333,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4, ,0,31-01-2022 17:00,2022,1,Monday,17,,UPTON ST,42.34185163,-71.07157182,"(42.34185162660948, -71.07157182366939)"
222007332,1831,,SICK ASSIST,D4, ,0,01-02-2022 10:59,2022,2,Tuesday,10,,WARREN AVE,42.34453911,-71.0735877,"(42.344539112231274, -71.07358770006816)"
222006708,1831,,SICK ASSIST,A1,117,0,29-01-2022 13:50,2022,1,Saturday,13,,WASHINGTON STREET,0,0,"(0, 0)"
222007328,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,01-02-2022 10:42,2022,2,Tuesday,10,,ALBANY STREET,0,0,"(0, 0)"
222007327,520,,BURGLARY - RESIDENTIAL,C11, ,0,31-01-2022 19:11,2022,1,Monday,19,,WASHINGTON ST,42.28683796,-71.07119249,"(42.286837962402984, -71.07119249397086)"
222007326,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2,282,0,27-01-2022 12:30,2022,1,Thursday,12,,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866283555608, -71.08563401183545)"
222007325,617,,LARCENY THEFT FROM BUILDING,A1,77,0,31-01-2022 00:00,2022,1,Monday,0,,SUDBURY ST,0,0,"(0, 0)"
222007324,3130,,SEARCH WARRANT,D14, ,0,01-02-2022 10:41,2022,2,Tuesday,10,,CAMBRIDGE ST,42.35766829,-71.12729676,"(42.357668288010196, -71.12729675664)"
222007322,1106,,FRAUD - CREDIT CARD / ATM FRAUD,B3,465,0,03-01-2022 00:00,2022,1,Monday,0,,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482576580488, -71.09137368938802)"
222007321,3115,,INVESTIGATE PERSON,E13,571,0,01-02-2022 10:00,2022,2,Tuesday,10,,WASHINGTON ST,42.31190641,-71.10213227,"(42.3119064083471, -71.10213227093176)"
222007320,540,,BURGLARY - COMMERICAL,A1, ,0,31-01-2022 21:00,2022,1,Monday,21,,COURT ST,42.35903323,-71.05880143,"(42.35903322585772, -71.05880143259539)"
222007317,1102,,FRAUD - FALSE PRETENSE / SCHEME,E5, ,0,01-02-2022 10:32,2022,2,Tuesday,10,,HEWLETT ST,42.29147239,-71.13721331,"(42.29147239090373, -71.13721330954486)"
222007316,3801,,M/V ACCIDENT - OTHER,D4, ,0,01-02-2022 09:55,2022,2,Tuesday,9,,"GLOUCESTER ST & BACK ST
BOSTON  MA 02115
UNITED ST",42.35243903,-71.08573504,"(42.35243902741054, -71.08573503788769)"
222007315,801,,ASSAULT - SIMPLE,E5,691,0,31-01-2022 09:00,2022,1,Monday,9,,CENTRE ST,42.28709355,-71.14822128,"(42.28709355259107, -71.14822128377165)"
222007314,1402,,VANDALISM,C11, ,0,01-02-2022 10:26,2022,2,Tuesday,10,,MOUNT IDA RD,42.30391393,-71.06340963,"(42.30391392554779, -71.06340963337391)"
222007313,1831,,SICK ASSIST,E18,480,0,01-02-2022 10:15,2022,2,Tuesday,10,,FAIRLAWN AVE,42.26788791,-71.10067012,"(42.267887908710954, -71.10067011908782)"
222007312,3110,,SERVICE TO OTHER AGENCY,C6,200,0,15-01-2022 00:01,2022,1,Saturday,0,,W BROADWAY,42.3412875,-71.05467933,"(42.341287504390436, -71.05467932649397)"
222007311,3115,,INVESTIGATE PERSON,E5,556,0,01-02-2022 09:29,2022,2,Tuesday,9,,"CANTERBURY ST & SEYMOUR ST
ROSLINDALE  MA 02131
UN",42.27877398,-71.12038098,"(42.27877398039363, -71.12038097617055)"
222007310,3115,,INVESTIGATE PERSON,D4, ,0,31-01-2022 10:32,2022,1,Monday,10,,BOYLSTON ST,42.34901954,-71.08130134,"(42.34901954394794, -71.08130134210003)"
222007308,3821,,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,D4, ,0,01-02-2022 09:48,2022,2,Tuesday,9,,"HARRISON AVE & MONSIGNOR REYNOLDS WAY
BOSTON  MA 0",42.34012002,-71.06868299,"(42.34012002136388, -71.06868298693638)"
222007307,3410,,TOWED MOTOR VEHICLE,D4, ,0,01-02-2022 09:00,2022,2,Tuesday,9,,MARLBOROUGH ST,42.35373104,-71.07548929,"(42.35373104308227, -71.07548928859408)"
222007306,613,,LARCENY SHOPLIFTING,D4, ,0,01-02-2022 09:14,2022,2,Tuesday,9,,NEWBURY ST,42.35237073,-71.07227173,"(42.35237072724099, -71.07227172514538)"
222007305,2610,,TRESPASSING,A7, ,0,01-02-2022 08:10,2022,2,Tuesday,8,,GLADSTONE ST,42.3900743,-71.00898571,"(42.3900743043726, -71.00898570683742)"
222007304,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,B2, ,0,31-01-2022 09:16,2022,1,Monday,9,,COLUMBIA RD,42.30876959,-71.07460717,"(42.30876959076716, -71.07460716752107)"
222007302,2610,,TRESPASSING,D14, ,0,01-02-2022 08:30,2022,2,Tuesday,8,,BRIGHTON AVE,42.35329808,-71.13504948,"(42.35329807569462, -71.1350494761337)"
222007301,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14, ,0,01-02-2022 09:16,2022,2,Tuesday,9,,"ALLSTON ST & KELTON ST
BRIGHTON  MA 02134
UNITED S",42.34758297,-71.13821999,"(42.34758297364991, -71.13821998828371)"
222007299,1402,,VANDALISM,B2, ,0,01-02-2022 09:25,2022,2,Tuesday,9,,EDGEWOOD ST,42.31759957,-71.07891328,"(42.31759956837106, -71.07891328136353)"
222007298,3410,,TOWED MOTOR VEHICLE,D4, ,0,01-02-2022 07:12,2022,2,Tuesday,7,,HAVILAND ST,42.34627139,-71.08872599,"(42.34627139491294, -71.0887259912778)"
222007297,613,,LARCENY SHOPLIFTING,B2, ,0,01-02-2022 09:25,2022,2,Tuesday,9,,BLUE HILL AVE,42.30896999,-71.08284839,"(42.308969992788, -71.08284838641052)"
222007296,2662,,BALLISTICS EVIDENCE/FOUND,B3, ,0,01-02-2022 09:12,2022,2,Tuesday,9,,ALMONT ST,42.2752767,-71.09554245,"(42.27527670314086, -71.09554245375111)"
222007294,3114,,INVESTIGATE PROPERTY,B3,434,0,01-02-2022 07:10,2022,2,Tuesday,7,,EVANS ST,42.28229312,-71.08088944,"(42.28229312141565, -71.0808894391664)"
222007293,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,01-02-2022 08:15,2022,2,Tuesday,8,,SAXTON ST,42.31359091,-71.05432387,"(42.31359091105722, -71.05432387045848)"
222007292,3130,,SEARCH WARRANT,E18, ,0,01-02-2022 08:59,2022,2,Tuesday,8,,HARVARD AVE,42.25771523,-71.12249707,"(42.25771522540581, -71.12249707050626)"
222007289,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18,490,0,01-02-2022 07:00,2022,2,Tuesday,7,,AMERICAN LEGION HWY,42.27531311,-71.11587798,"(42.275313114971155, -71.11587797694025)"
222007287,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,200,0,01-02-2022 07:40,2022,2,Tuesday,7,,W BROADWAY,42.3412875,-71.05467933,"(42.341287504390436, -71.05467932649397)"
222007286,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7, ,0,01-02-2022 08:07,2022,2,Tuesday,8,,"MARION ST & SARATOGA ST
EAST BOSTON  MA 02128
UNIT",42.37664504,-71.03625497,"(42.37664503652347, -71.03625496894554)"
222007283,1831,,SICK ASSIST,D4, ,0,01-02-2022 06:46,2022,2,Tuesday,6,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.33285585021935, -71.07262417838369)"
222007282,2632,,EVADING FARE,B3,432,0,01-02-2022 06:45,2022,2,Tuesday,6,,MASCOT ST,42.28539022,-71.0845773,"(42.28539021967644, -71.08457729516833)"
222007281,1402,,VANDALISM,C6,936,0,01-02-2022 06:36,2022,2,Tuesday,6,,FLAHERTY WAY,42.33794745,-71.05310513,"(42.337947446821936, -71.05310513403862)"
222007280,724,,AUTO THEFT,C11, ,0,01-02-2022 07:13,2022,2,Tuesday,7,,WASHINGTON ST,42.28683796,-71.07119249,"(42.286837962402984, -71.07119249397086)"
222007279,3130,,SEARCH WARRANT,B2,289,0,01-02-2022 06:35,2022,2,Tuesday,6,,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367921810846, -71.09187754618458)"
222007278,3801,,M/V ACCIDENT - OTHER,A15, ,0,01-02-2022 05:05,2022,2,Tuesday,5,,RUTHERFORD AVE,42.37966422,-71.07105902,"(42.3796642246063, -71.07105902094742)"
222007277,3115,,INVESTIGATE PERSON,C11,355,0,01-02-2022 04:37,2022,2,Tuesday,4,,PARKMAN ST,42.29648529,-71.05968306,"(42.29648528688923, -71.05968306473817)"
222007274,3115,,INVESTIGATE PERSON,A1, ,0,01-02-2022 02:39,2022,2,Tuesday,2,,STATE ST,42.35925113,-71.05415945,"(42.35925113215006, -71.05415945320985)"
222007273,3502,,MISSING PERSON - LOCATED,B2, ,0,01-02-2022 01:49,2022,2,Tuesday,1,,WASHINGTON ST,42.31943966,-71.09467467,"(42.31943966218216, -71.09467467086674)"
222007271,2907,,VAL - OPERATING AFTER REV/SUSP.,D4,171,0,01-02-2022 01:10,2022,2,Tuesday,1,,ALBANY ST,42.33428841,-71.07239518,"(42.334288406594155, -71.07239517543796)"
222007270,1304,,PROPERTY - STOLEN THEN RECOVERED,C11, ,0,01-02-2022 00:55,2022,2,Tuesday,0,,"GENEVA AVE & VAUGHAN AVE
BOSTON  MA 02121
UNITED S",42.30545003,-71.07737998,"(42.30545002733773, -71.07737998266971)"
222007269,3115,,INVESTIGATE PERSON,B2, ,0,01-02-2022 01:06,2022,2,Tuesday,1,,ELMORE ST,42.32013819,-71.09112235,"(42.32013819055573, -71.09112234770986)"
222007268,1831,,SICK ASSIST,D4, ,0,01-02-2022 01:40,2022,2,Tuesday,1,,PARK DR,42.34160357,-71.0977175,"(42.34160356554982, -71.09771750293561)"
222007265,1831,,SICK ASSIST,D14,791,0,01-02-2022 01:31,2022,2,Tuesday,1,,COREY RD,42.3437315,-71.13875811,"(42.343731502330705, -71.1387581055333)"
222007264,3001,,DEATH INVESTIGATION,B2, ,0,01-02-2022 01:03,2022,2,Tuesday,1,,ELM HILL PARK,42.31285118,-71.08306168,"(42.31285117958623, -71.08306168439111)"
222007262,540,,BURGLARY - COMMERICAL,D4,171,0,01-02-2022 00:32,2022,2,Tuesday,0,,HARRISON AVE,42.33511904,-71.0749171,"(42.33511903946614, -71.07491709613726)"
222007259,1831,,SICK ASSIST,D4, ,0,01-02-2022 00:01,2022,2,Tuesday,0,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.333951248393774, -71.07538938822692)"
222007258,3301,,VERBAL DISPUTE,B2, ,0,31-01-2022 23:49,2022,1,Monday,23,,WALNUT AVE,42.31230443,-71.09660909,"(42.31230442882252, -71.09660909131533)"
222007257,3115,,INVESTIGATE PERSON,D4, ,0,01-02-2022 00:30,2022,2,Tuesday,0,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.333951248393774, -71.07538938822692)"
222007256,3111,,LICENSE PREMISE VIOLATION,A1, ,0,31-01-2022 23:55,2022,1,Monday,23,,BOWDOIN ST,42.36038173,-71.06285768,"(42.36038172517122, -71.06285768482353)"
222007255,1402,,VANDALISM,B2,911,0,31-01-2022 23:13,2022,1,Monday,23,,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.335062177633304, -71.0931678123782)"
222007254,3115,,INVESTIGATE PERSON,A7,33,0,31-01-2022 22:30,2022,1,Monday,22,,SUMNER ST,42.3654383,-71.03184193,"(42.36543830014636, -71.03184192926734)"
222007252,3115,,INVESTIGATE PERSON,B2, ,0,31-01-2022 20:26,2022,1,Monday,20,,WOODWARD PARK ST,42.31862926,-71.07271365,"(42.31862925779492, -71.07271364642999)"
222007251,1831,,SICK ASSIST,E18, ,0,31-01-2022 21:46,2022,1,Monday,21,,DANA AVE,42.25422187,-71.12491127,"(42.25422187220245, -71.12491126873809)"
222007250,3115,,INVESTIGATE PERSON,E5, ,0,31-01-2022 21:32,2022,1,Monday,21,,LINDALL ST,42.2858521,-71.12626989,"(42.285852096510794, -71.12626988531866)"
222007249,3410,,TOWED MOTOR VEHICLE,B2, ,0,31-01-2022 00:00,2022,1,Monday,0,,FORT AVE,42.32558627,-71.09430645,"(42.32558627004708, -71.09430645351277)"
222007248,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6, ,0,31-01-2022 14:15,2022,1,Monday,14,,W BROADWAY,42.33793018,-71.04947397,"(42.33793018119385, -71.04947396819051)"
222007247,2662,,BALLISTICS EVIDENCE/FOUND,C6, ,1,31-01-2022 22:31,2022,1,Monday,22,,MERCER ST,42.33083888,-71.04975281,"(42.330838878727945, -71.04975280794564)"
222007246,1402,,VANDALISM,C11, ,0,31-01-2022 20:00,2022,1,Monday,20,,HECLA ST,42.30682138,-71.06030035,"(42.30682137512941, -71.06030034670285)"
222007245,3201,,PROPERTY - LOST/ MISSING,D4, ,0,31-01-2022 21:57,2022,1,Monday,21,,HUNTINGTON AVE,42.3473098,-71.07915167,"(42.347309797634516, -71.0791516658207)"
222007244,423,,ASSAULT - AGGRAVATED,E13, ,0,31-01-2022 22:04,2022,1,Monday,22,,CENTRE ST,42.31193403,-71.1142909,"(42.31193402820026, -71.11429090218205)"
222007243,1831,,SICK ASSIST,B2, ,0,31-01-2022 21:57,2022,1,Monday,21,,WAUMBECK ST,42.3140129,-71.08635277,"(42.314012895655104, -71.08635276783563)"
222007242,3301,,VERBAL DISPUTE,C11, ,0,31-01-2022 22:07,2022,1,Monday,22,,ARCADIA PARK,42.30108354,-71.06302178,"(42.30108354362878, -71.06302178133298)"
222007241,3410,,TOWED MOTOR VEHICLE,D14, ,0,31-01-2022 21:18,2022,1,Monday,21,,ROYAL ST,42.35846598,-71.13058066,"(42.358465982480894, -71.13058066476266)"
222007240,423,,ASSAULT - AGGRAVATED,C11, ,0,31-01-2022 21:47,2022,1,Monday,21,,ADAMS ST,42.30203902,-71.06009072,"(42.302039015154634, -71.0600907160856)"
222007237,3805,,M/V ACCIDENT - POLICE VEHICLE,C11, ,0,31-01-2022 21:51,2022,1,Monday,21,,GIBSON ST,42.29755533,-71.0597091,"(42.29755532959655, -71.05970910242573)"
222007236,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,D14,796,0,05-01-2022 00:00,2022,1,Wednesday,0,,COMMONWEALTH AVE,42.35073963,-71.13047909,"(42.35073963164991, -71.13047909410511)"
222007234,3410,,TOWED MOTOR VEHICLE,B2,329,0,31-01-2022 18:31,2022,1,Monday,18,,DEVON ST,42.30812619,-71.07692974,"(42.30812618751114, -71.07692973888375)"
222007231,2610,,TRESPASSING,B2, ,0,31-01-2022 19:23,2022,1,Monday,19,,HANCOCK ST,42.31465584,-71.06581008,"(42.3146558428466, -71.06581007817879)"
222007230,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11, ,0,31-01-2022 19:00,2022,1,Monday,19,,DRAPER ST,42.30287064,-71.06399249,"(42.30287064356321, -71.06399248926489)"
222007229,3115,,INVESTIGATE PERSON,E13, ,0,31-01-2022 21:10,2022,1,Monday,21,,WALNUT PARK,42.31534411,-71.09584709,"(42.31534410660748, -71.09584708688449)"
222007227,613,,LARCENY SHOPLIFTING,B2, ,0,31-01-2022 20:32,2022,1,Monday,20,,BLUE HILL AVE,42.30896999,-71.08284839,"(42.308969992788, -71.08284838641052)"
222007226,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2, ,0,31-01-2022 16:27,2022,1,Monday,16,,FRAWLEY ST,42.33279607,-71.10793327,"(42.33279607011238, -71.1079332741814)"
222007225,3410,,TOWED MOTOR VEHICLE,C11,362,0,31-01-2022 00:00,2022,1,Monday,0,,CENTRE ST,42.29070005,-71.06991285,"(42.29070004787309, -71.06991285246573)"
222007222,3803,,M/V ACCIDENT - PERSONAL INJURY,C6,179,0,31-01-2022 20:14,2022,1,Monday,20,,"MASSACHUSETTS AVE & MELNEA CASS BLVD
ROXBURY  MA 0",42.332531,-71.07212999,"(42.33253099646656, -71.07212999450378)"
222007221,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,0,31-01-2022 20:31,2022,1,Monday,20,,HOSMER ST,42.28079658,-71.09039724,"(42.28079658122844, -71.09039723562948)"
222007220,3301,,VERBAL DISPUTE,C11, ,0,31-01-2022 20:12,2022,1,Monday,20,,ADAMS ST,42.28397463,-71.05553564,"(42.28397463058158, -71.05553564439501)"
222007219,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18,520,0,27-01-2022 19:00,2022,1,Thursday,19,,HYDE PARK AVE,42.25621592,-71.12401947,"(42.256215920402155, -71.12401947329023)"
222007218,3301,,VERBAL DISPUTE,E18, ,0,31-01-2022 19:39,2022,1,Monday,19,,RILEY RD,42.2368647,-71.12859139,"(42.23686469952782, -71.12859139087162)"
222007217,3301,,VERBAL DISPUTE,E18, ,0,31-01-2022 00:00,2022,1,Monday,0,,RICHMERE RD,42.26914593,-71.10146112,"(42.26914593357246, -71.10146111667622)"
222007216,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,C11, ,0,31-01-2022 20:29,2022,1,Monday,20,,PLEASANT ST,42.31353744,-71.05924913,"(42.313537435632064, -71.05924913453198)"
222007215,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,25-01-2022 13:44,2022,1,Tuesday,13,,AVENUE DE LAFAYETTE,42.35283467,-71.06008151,"(42.35283467358652, -71.06008150801787)"
222007214,3502,,MISSING PERSON - LOCATED,E18,520,0,31-01-2022 20:41,2022,1,Monday,20,,HYDE PARK AVE,42.25621592,-71.12401947,"(42.256215920402155, -71.12401947329023)"
222007213,1402,,VANDALISM,C11, ,0,31-01-2022 20:12,2022,1,Monday,20,,E COTTAGE ST,42.32004176,-71.06104118,"(42.320041755852365, -71.0610411817676)"
222007212,613,,LARCENY SHOPLIFTING,B3, ,0,31-01-2022 20:17,2022,1,Monday,20,,RIVER ST,42.27130225,-71.07442362,"(42.27130225372019, -71.07442361965835)"
222007211,2905,,VAL - VIOLATION OF AUTO LAW,A1, ,0,25-01-2022 13:37,2022,1,Tuesday,13,,KINGSTON ST,42.35202275,-71.05932,"(42.3520227475632, -71.05931999920402)"
222007209,1831,,SICK ASSIST,E18, ,0,31-01-2022 19:23,2022,1,Monday,19,,RIVER ST,42.26324519,-71.107033,"(42.263245185611844, -71.10703300323256)"
222007208,617,,LARCENY THEFT FROM BUILDING,D4,167,0,31-01-2022 19:45,2022,1,Monday,19,,HARRISON AVE,42.33954199,-71.06940877,"(42.33954198983014, -71.06940876967543)"
222007207,3410,,TOWED MOTOR VEHICLE,C11, ,0,31-01-2022 18:37,2022,1,Monday,18,,ADAMS ST,42.2944367,-71.05661774,"(42.29443669970657, -71.05661773596749)"
222007206,3115,,INVESTIGATE PERSON,C11,349,0,31-01-2022 18:16,2022,1,Monday,18,,ELLET ST,42.30421671,-71.05936906,"(42.304216714940935, -71.05936906127737)"
222007204,801,,ASSAULT - SIMPLE,C11, ,0,31-01-2022 19:16,2022,1,Monday,19,,BAY ST,42.31125758,-71.05708824,"(42.31125757824126, -71.0570882440348)"
222007203,724,,AUTO THEFT,C11,355,0,31-01-2022 19:48,2022,1,Monday,19,,GIBSON ST,42.29755533,-71.0597091,"(42.29755532959655, -71.05970910242573)"
